example_idx,age,work_class,education,education_num,marital_status,occupation,role_in_family,capital_gain,work_hours_per_week,gender,race,true_label,ans_1,ans_2,ans_3,ans_4,ans_5,ans_6,ans_7,ans_8,ans_9,ans_10,ans_11,worker_id_1,worker_id_2,worker_id_3,worker_id_4,worker_id_5,worker_id_6,worker_id_7,worker_id_8,worker_id_9,worker_id_10,worker_id_11
2829,44,Private,High-school,8,Divorced,Transport-moving,Unmarried,0,40,Male,Black,-1,3,3,3,2,2,2,3,2,2,2,2,worker_239,worker_246,worker_251,worker_450,worker_278,worker_607,worker_147,worker_33,worker_177,worker_189,worker_535
2830,32,Private,Some-college,10,Civilian spouse,Protective-serv,Husband,0,60,Male,Black,-1,3,3,3,2,2,3,3,4,2,3,4,worker_253,worker_169,worker_640,worker_610,worker_346,worker_6,worker_145,worker_646,worker_288,worker_421,worker_368
2831,17,Private,High-school,8,Never-married,Prof-specialty,Child,0,18,Male,White,-1,1,3,1,1,2,1,1,1,1,1,1,worker_292,worker_192,worker_321,worker_405,worker_253,worker_640,worker_96,worker_571,worker_269,worker_384,worker_290
2832,56,Private,Some-college,10,Divorced,Other-service,Not-in-family,0,50,Female,White,-1,3,3,3,3,2,3,3,3,3,2,2,worker_433,worker_421,worker_30,worker_640,worker_94,worker_301,worker_68,worker_145,worker_414,worker_563,worker_479
2833,25,Private,Some-college,10,Civilian spouse,Transport-moving,Husband,0,35,Male,White,-1,2,2,2,2,4,1,2,3,3,3,2,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
2834,22,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,0,20,Female,White,-1,3,2,4,3,2,1,2,3,3,1,3,worker_239,worker_185,worker_515,worker_491,worker_289,worker_577,worker_180,worker_421,worker_299,worker_640,worker_24
2835,39,State-gov,Some-college,10,Civilian spouse,Sales,Husband,0,40,Male,White,-1,4,2,3,1,4,3,2,2,3,2,3,worker_585,worker_383,worker_590,worker_455,worker_169,worker_401,worker_390,worker_381,worker_586,worker_640,worker_550
2836,47,Private,Some-college,10,Divorced,Other-service,Unmarried,0,40,Female,White,-1,2,2,4,4,1,2,2,3,3,1,1,worker_36,worker_453,worker_379,worker_291,worker_34,worker_44,worker_563,worker_435,worker_239,worker_62,worker_571
2837,21,Private,High-school-grad,9,Never-married,Transport-moving,Child,0,20,Male,Black,-1,2,2,2,3,1,3,3,1,1,3,1,worker_568,worker_201,worker_117,worker_438,worker_345,worker_86,worker_443,worker_111,worker_372,worker_613,worker_566
2838,28,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,50,Male,White,-1,3,4,4,2,3,4,4,3,3,3,2,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
2839,25,Private,Bachelors,13,Never-married,Exec-managerial,Child,0,40,Female,White,-1,3,2,4,1,3,3,2,3,4,4,3,worker_266,worker_253,worker_306,worker_131,worker_640,worker_243,worker_646,worker_367,worker_570,worker_421,worker_479
2840,26,Private,High-school-grad,9,Never-married,Machine-op-inspct,Child,0,40,Male,White,-1,1,2,2,3,2,2,3,1,3,1,4,worker_571,worker_397,worker_352,worker_379,worker_365,worker_312,worker_510,worker_640,worker_121,worker_637,worker_291
2841,25,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,0,40,Male,Black,-1,3,2,1,3,2,3,2,2,3,2,3,worker_135,worker_560,worker_175,worker_228,worker_250,worker_242,worker_636,worker_640,worker_167,worker_604,worker_211
2842,37,Private,Some-college,10,Civilian spouse,Transport-moving,Husband,0,50,Male,White,-1,2,3,1,1,3,3,1,2,2,3,3,worker_244,worker_549,worker_52,worker_157,worker_577,worker_626,worker_191,worker_640,worker_583,worker_449,worker_225
2843,33,Private,High-school,6,Civilian spouse,Farming-fishing,Husband,0,40,Male,White,-1,2,2,1,3,2,2,2,1,3,2,3,worker_456,worker_188,worker_640,worker_45,worker_549,worker_103,worker_236,worker_455,worker_653,worker_241,worker_421
2844,21,Private,Some-college,10,Never-married,Other-service,Child,0,40,Male,White,-1,2,2,3,3,2,2,2,1,1,3,1,worker_413,worker_640,worker_169,worker_211,worker_220,worker_253,worker_55,worker_64,worker_543,worker_464,worker_173
2845,54,Private,Bachelors,13,Civilian spouse,Transport-moving,Husband,0,40,Male,White,-1,2,3,2,2,1,3,3,3,3,4,3,worker_593,worker_424,worker_504,worker_185,worker_74,worker_640,worker_577,worker_562,worker_103,worker_247,worker_169
2846,50,Private,High-school-grad,9,Divorced,Adm-clerical,Not-in-family,0,40,Male,Black,-1,2,1,2,3,3,2,2,3,3,1,3,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
2847,67,Private,Some-college,10,Civilian spouse,Sales,Husband,6767,40,Male,White,-1,3,2,3,2,3,1,2,3,2,3,3,worker_650,worker_627,worker_52,worker_371,worker_86,worker_360,worker_640,worker_29,worker_222,worker_16,worker_118
2848,19,Private,High-school-grad,9,Never-married,Handlers-cleaners,Child,0,35,Male,White,-1,2,2,3,1,1,2,2,1,1,3,2,worker_361,worker_369,worker_225,worker_634,worker_209,worker_279,worker_523,worker_173,worker_640,worker_18,worker_55
2849,35,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Wife,0,40,Female,Black,-1,2,4,2,2,2,4,2,3,3,4,1,worker_286,worker_379,worker_45,worker_292,worker_571,worker_463,worker_442,worker_65,worker_291,worker_314,worker_640
2850,17,Private,High-school,6,Never-married,Sales,Child,0,15,Female,White,-1,1,1,2,1,2,2,1,1,1,3,1,worker_640,worker_651,worker_534,worker_96,worker_253,worker_639,worker_219,worker_571,worker_292,worker_210,worker_479
2851,34,Private,High-school,7,Divorced,Handlers-cleaners,Not-in-family,0,43,Male,White,-1,2,3,1,2,4,1,3,2,2,2,2,worker_292,worker_192,worker_321,worker_405,worker_253,worker_640,worker_96,worker_571,worker_269,worker_384,worker_290
2852,29,Private,Bachelors,13,Never-married,Adm-clerical,Child,0,40,Female,White,-1,3,3,4,2,3,3,2,2,4,2,3,worker_69,worker_421,worker_179,worker_63,worker_563,worker_640,worker_494,worker_645,worker_291,worker_571,worker_398
2853,36,Local-gov,High-school-grad,9,Divorced,Adm-clerical,Unmarried,0,40,Female,White,-1,2,2,1,3,3,3,2,2,3,2,3,worker_456,worker_188,worker_640,worker_45,worker_549,worker_103,worker_236,worker_455,worker_653,worker_241,worker_421
2854,30,Private,High-school-grad,9,Civilian spouse,Handlers-cleaners,Husband,0,30,Male,White,-1,2,1,2,1,2,3,1,2,1,3,3,worker_235,worker_520,worker_169,worker_479,worker_563,worker_333,worker_640,worker_399,worker_646,worker_421,worker_56
2855,29,Private,High-school-grad,9,Never-married,Transport-moving,Child,0,40,Male,Black,-1,2,1,2,1,1,3,2,3,2,4,3,worker_39,worker_187,worker_103,worker_503,worker_640,worker_291,worker_571,worker_421,worker_230,worker_45,worker_216
2856,41,Private,High-school-grad,9,Civilian spouse,Transport-moving,Wife,0,20,Female,White,-1,3,4,3,1,2,1,3,3,2,3,1,worker_253,worker_195,worker_421,worker_265,worker_580,worker_646,worker_493,worker_179,worker_169,worker_44,worker_479
2857,48,Self-employed (inc.),Bachelors,13,Civilian spouse,Craft-repair,Husband,0,50,Male,White,-1,3,4,4,3,3,4,3,3,4,2,4,worker_640,worker_37,worker_123,worker_617,worker_571,worker_380,worker_196,worker_564,worker_96,worker_124,worker_253
2858,17,Private,High-school,6,Never-married,Handlers-cleaners,Child,0,23,Female,White,-1,1,4,1,1,1,2,1,1,1,3,2,worker_176,worker_233,worker_479,worker_292,worker_420,worker_181,worker_130,worker_640,worker_571,worker_96,worker_253
2859,26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,35,Female,White,-1,2,3,2,3,3,2,2,1,2,2,2,worker_239,worker_246,worker_251,worker_450,worker_278,worker_607,worker_147,worker_33,worker_177,worker_189,worker_535
2860,36,Private,Some-college,10,Civilian spouse,Transport-moving,Husband,0,40,Male,White,-1,2,2,2,2,3,1,4,2,3,2,3,worker_169,worker_427,worker_508,worker_447,worker_180,worker_191,worker_35,worker_572,worker_476,worker_640,worker_340
2861,29,Private,High-school-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,40,Male,Black,-1,3,1,1,3,1,2,4,1,3,2,4,worker_57,worker_127,worker_549,worker_487,worker_640,worker_461,worker_2,worker_577,worker_140,worker_611,worker_207
2862,20,Private,Assoc-acdm,12,Never-married,Transport-moving,Child,0,20,Male,White,-1,3,1,2,4,2,2,1,2,2,4,1,worker_203,worker_171,worker_253,worker_202,worker_120,worker_490,worker_173,worker_55,worker_141,worker_605,worker_640
2863,23,Private,Some-college,10,Never-married,Adm-clerical,Child,0,40,Male,White,-1,3,2,2,1,3,1,2,2,1,2,2,worker_252,worker_160,worker_480,worker_647,worker_289,worker_525,worker_561,worker_640,worker_375,worker_426,worker_115
2864,32,Self-employed (not inc.),High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,44,Male,White,-1,2,3,2,1,3,1,3,3,2,4,2,worker_593,worker_424,worker_504,worker_185,worker_74,worker_640,worker_577,worker_562,worker_103,worker_247,worker_169
2865,62,Federal-gov,High-school,6,Civilian spouse,Handlers-cleaners,Husband,2829,40,Male,Black,-1,2,4,4,2,3,2,3,2,4,2,3,worker_286,worker_379,worker_45,worker_292,worker_571,worker_463,worker_442,worker_65,worker_291,worker_314,worker_640
2866,27,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,40,Female,White,-1,3,2,3,2,2,2,2,2,3,2,2,worker_441,worker_55,worker_61,worker_488,worker_173,worker_165,worker_13,worker_640,worker_507,worker_275,worker_308
2867,61,Private,Some-college,10,Civilian spouse,Other-service,Husband,0,6,Male,White,-1,2,2,4,3,2,3,1,1,2,2,1,worker_135,worker_560,worker_175,worker_228,worker_250,worker_242,worker_636,worker_640,worker_167,worker_604,worker_211
2868,32,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,0,40,Male,White,-1,2,2,2,3,2,2,3,3,4,3,3,worker_96,worker_571,worker_519,worker_253,worker_348,worker_377,worker_640,worker_641,worker_524,worker_66,worker_309
2869,35,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,-1,2,3,3,2,1,3,4,2,3,3,3,worker_286,worker_421,worker_45,worker_292,worker_640,worker_425,worker_379,worker_109,worker_410,worker_458,worker_31
2870,28,Private,High-school-grad,9,Never-married,Handlers-cleaners,Child,0,40,Female,White,-1,2,1,2,2,3,1,2,4,2,1,2,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
2871,43,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,50,Male,White,-1,3,1,3,3,3,4,4,2,3,1,2,worker_638,worker_83,worker_336,worker_143,worker_623,worker_240,worker_415,worker_142,worker_344,worker_214,worker_640
2872,40,Private,Bachelors,13,Never-married,Prof-specialty,Child,0,60,Female,White,-1,4,2,4,4,4,2,4,2,3,2,4,worker_640,worker_55,worker_173,worker_113,worker_253,worker_394,worker_42,worker_437,worker_474,worker_225,worker_134
2873,32,State-gov,Bachelors,13,Civilian spouse,Tech-support,Husband,0,20,Male,White,-1,4,1,3,2,3,4,3,1,2,3,3,worker_244,worker_549,worker_52,worker_157,worker_577,worker_626,worker_191,worker_640,worker_583,worker_449,worker_225
2874,37,Private,High-school-grad,9,Never-married,Adm-clerical,Not-in-family,0,35,Female,White,-1,2,1,2,4,1,3,4,1,2,2,4,worker_57,worker_127,worker_549,worker_487,worker_640,worker_461,worker_2,worker_577,worker_140,worker_611,worker_207
2875,49,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,32,Female,White,-1,2,2,3,2,2,2,1,2,2,1,2,worker_576,worker_110,worker_606,worker_529,worker_621,worker_581,worker_477,worker_418,worker_454,worker_539,worker_86
2876,33,Self-employed (not inc.),High-school,8,Never-married,Craft-repair,Not-in-family,0,32,Male,Black,-1,1,2,2,2,3,2,1,1,1,3,1,worker_596,worker_479,worker_381,worker_245,worker_253,worker_448,worker_640,worker_574,worker_496,worker_646,worker_477
2877,48,Private,Prim-middle-school,4,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,-1,1,1,1,2,4,3,4,4,2,1,2,worker_640,worker_193,worker_155,worker_579,worker_253,worker_263,worker_376,worker_505,worker_497,worker_169,worker_273
2878,31,Private,Prim-middle-school,4,Never-married,Farming-fishing,Other-relative,0,60,Male,White,-1,1,2,4,1,2,3,2,2,1,2,2,worker_381,worker_653,worker_379,worker_640,worker_571,worker_510,worker_170,worker_421,worker_467,worker_347,worker_557
2879,48,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,60,Female,White,-1,2,3,3,3,2,4,3,2,3,4,3,worker_443,worker_640,worker_421,worker_571,worker_630,worker_213,worker_575,worker_333,worker_282,worker_232,worker_473
2880,50,State-gov,High-school-grad,9,Divorced,Adm-clerical,Child,0,40,Female,White,-1,2,1,2,3,1,4,2,1,2,4,1,worker_300,worker_90,worker_514,worker_14,worker_107,worker_58,worker_144,worker_557,worker_105,worker_92,worker_307
2881,26,Private,Some-college,10,Never-married,Other-service,Not-in-family,0,60,Male,White,-1,1,1,2,1,3,3,1,2,2,3,3,worker_585,worker_383,worker_590,worker_455,worker_169,worker_401,worker_390,worker_381,worker_586,worker_640,worker_550
2882,21,Private,High-school-grad,9,Never-married,Machine-op-inspct,Child,0,40,Male,White,-1,2,2,3,1,2,2,2,2,3,2,1,worker_650,worker_627,worker_52,worker_371,worker_86,worker_360,worker_640,worker_29,worker_222,worker_16,worker_118
2883,34,Private,Some-college,10,Divorced,Other-service,Not-in-family,0,34,Female,White,-1,2,3,2,2,1,1,1,1,2,2,2,worker_640,worker_103,worker_122,worker_396,worker_571,worker_303,worker_181,worker_119,worker_96,worker_9,worker_253
2884,56,Private,High-school,5,Civilian spouse,Other-service,Husband,0,40,Male,White,-1,4,4,3,2,3,3,1,3,3,3,2,worker_513,worker_505,worker_44,worker_54,worker_554,worker_27,worker_640,worker_55,worker_19,worker_212,worker_144
2885,27,Local-gov,High-school-grad,9,Never-married,Other-service,Child,0,45,Male,White,-1,1,3,2,1,1,2,1,2,3,1,3,worker_576,worker_110,worker_606,worker_529,worker_621,worker_581,worker_477,worker_418,worker_454,worker_539,worker_86
2886,22,Private,Some-college,10,Never-married,Adm-clerical,Child,0,25,Male,White,-1,1,1,2,2,2,2,1,1,1,3,1,worker_436,worker_603,worker_470,worker_341,worker_18,worker_136,worker_588,worker_640,worker_612,worker_229,worker_571
2887,50,Private,High-school-grad,9,Divorced,Other-service,Not-in-family,0,32,Female,White,-1,2,3,1,1,3,2,2,1,1,1,2,worker_292,worker_192,worker_321,worker_405,worker_253,worker_640,worker_96,worker_571,worker_269,worker_384,worker_290
2888,23,Private,High-school-grad,9,Never-married,Handlers-cleaners,Child,0,50,Male,White,-1,2,3,1,1,1,1,3,2,2,2,2,worker_161,worker_421,worker_443,worker_571,worker_220,worker_160,worker_489,worker_640,worker_292,worker_416,worker_7
2889,23,Private,Some-college,10,Never-married,Sales,Not-in-family,0,40,Female,White,-1,2,3,2,3,4,2,2,1,1,2,1,worker_55,worker_602,worker_267,worker_59,worker_11,worker_639,worker_582,worker_640,worker_171,worker_353,worker_555
2890,20,Private,High-school-grad,9,Never-married,Adm-clerical,Child,0,20,Male,White,-1,3,1,2,2,1,2,2,2,3,4,1,worker_243,worker_646,worker_169,worker_253,worker_640,worker_563,worker_5,worker_432,worker_1,worker_106,worker_216
2891,25,Private,High-school-grad,9,Never-married,Farming-fishing,Not-in-family,0,40,Male,White,-1,2,2,4,2,3,1,2,3,2,1,3,worker_239,worker_185,worker_515,worker_491,worker_289,worker_577,worker_180,worker_421,worker_299,worker_640,worker_24
2892,28,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,0,40,Female,Black,-1,3,3,2,2,2,2,2,3,2,4,3,worker_419,worker_284,worker_316,worker_640,worker_88,worker_185,worker_293,worker_109,worker_598,worker_602,worker_421
2893,30,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,40,Female,White,-1,2,3,2,2,3,1,2,2,4,2,2,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
2894,23,Private,High-school-grad,9,Never-married,Sales,Child,0,40,Male,White,-1,2,2,2,2,3,3,1,2,3,3,1,worker_563,worker_479,worker_209,worker_89,worker_379,worker_202,worker_571,worker_22,worker_623,worker_291,worker_640
2895,81,Private,Prim-middle-school,2,Civilian spouse,Prof-specialty,Husband,0,15,Male,White,-1,1,1,2,2,2,1,1,1,1,1,1,worker_14,worker_548,worker_253,worker_342,worker_383,worker_571,worker_640,worker_181,worker_73,worker_527,worker_310
2896,26,Private,Some-college,10,Never-married,Adm-clerical,Child,0,40,Female,White,-1,2,2,3,1,2,2,2,3,1,2,1,worker_650,worker_627,worker_52,worker_371,worker_86,worker_360,worker_640,worker_29,worker_222,worker_16,worker_118
2897,28,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,2354,60,Female,White,-1,2,4,3,2,2,4,3,3,4,3,4,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
2898,19,Private,Some-college,10,Never-married,Other-service,Child,0,18,Female,White,-1,2,4,1,2,2,1,2,1,3,1,1,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
2899,28,Private,Assoc-acdm,12,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,-1,2,1,4,2,2,3,3,2,2,3,2,worker_243,worker_646,worker_169,worker_253,worker_640,worker_563,worker_5,worker_432,worker_1,worker_106,worker_216
2900,23,Private,Bachelors,13,Never-married,Sales,Not-in-family,0,12,Male,White,-1,2,2,1,1,1,1,3,2,2,2,1,worker_271,worker_55,worker_640,worker_577,worker_171,worker_286,worker_629,worker_391,worker_325,worker_528,worker_620
2901,20,State-gov,Some-college,10,Civilian spouse,Other-service,Husband,0,20,Male,White,-1,1,2,2,1,1,1,1,1,2,3,1,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
2902,40,Private,High-school,7,Civilian spouse,Craft-repair,Husband,0,45,Male,White,-1,2,4,3,2,3,2,3,1,1,2,2,worker_361,worker_369,worker_225,worker_634,worker_209,worker_279,worker_523,worker_173,worker_640,worker_18,worker_55
2903,39,Private,Some-college,10,Divorced,Machine-op-inspct,Child,0,40,Male,White,-1,1,2,1,2,2,4,2,2,2,2,3,worker_585,worker_383,worker_590,worker_455,worker_169,worker_401,worker_390,worker_381,worker_586,worker_640,worker_550
2904,21,Private,High-school-grad,9,Never-married,Adm-clerical,Child,0,60,Female,Black,-1,2,1,1,2,2,3,1,1,3,3,3,worker_640,worker_33,worker_531,worker_16,worker_392,worker_169,worker_200,worker_646,worker_93,worker_109,worker_21
2905,35,Private,High-school-grad,9,Never-married,Machine-op-inspct,Unmarried,0,48,Female,Black,-1,3,3,2,2,4,1,1,2,3,1,2,worker_17,worker_402,worker_99,worker_331,worker_72,worker_248,worker_468,worker_151,worker_640,worker_183,worker_455
2906,22,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,-1,3,1,2,2,1,2,2,2,3,3,2,worker_243,worker_646,worker_169,worker_253,worker_640,worker_563,worker_5,worker_432,worker_1,worker_106,worker_216
2907,50,Private,High-school,6,Separated,Adm-clerical,Unmarried,0,40,Female,White,-1,3,2,4,3,1,4,3,1,2,3,1,worker_57,worker_127,worker_549,worker_487,worker_640,worker_461,worker_2,worker_577,worker_140,worker_611,worker_207
2908,57,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,50,Male,White,-1,2,3,3,2,3,1,3,3,1,3,2,worker_593,worker_424,worker_504,worker_185,worker_74,worker_640,worker_577,worker_562,worker_103,worker_247,worker_169
2909,38,Self-employed (not inc.),High-school,5,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,2,3,3,1,2,2,2,4,3,3,3,worker_295,worker_485,worker_551,worker_640,worker_169,worker_91,worker_429,worker_601,worker_411,worker_549,worker_522
2910,39,Local-gov,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,3,3,2,3,2,2,2,2,2,4,2,worker_203,worker_171,worker_253,worker_202,worker_120,worker_490,worker_173,worker_55,worker_141,worker_605,worker_640
2911,30,Private,High-school-grad,9,Spouse in the Armed Forces,Machine-op-inspct,Husband,0,40,Male,Black,-1,1,2,2,1,3,4,2,2,3,2,1,worker_236,worker_169,worker_12,worker_640,worker_440,worker_450,worker_153,worker_116,worker_96,worker_603,worker_265
2912,52,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,0,43,Male,White,-1,3,4,3,2,2,3,4,3,2,3,4,worker_176,worker_233,worker_479,worker_292,worker_420,worker_181,worker_130,worker_640,worker_571,worker_96,worker_253
2913,56,Private,High-school-grad,9,Widowed,Sales,Not-in-family,0,40,Female,White,-1,3,2,2,3,3,2,2,3,4,2,2,worker_171,worker_339,worker_297,worker_475,worker_655,worker_169,worker_640,worker_311,worker_406,worker_159,worker_403
2914,36,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,50,Male,White,-1,2,1,3,3,3,3,3,3,2,1,2,worker_23,worker_174,worker_264,worker_51,worker_93,worker_370,worker_146,worker_291,worker_302,worker_640,worker_498
2915,18,Private,High-school-grad,9,Never-married,Tech-support,Child,0,10,Female,White,-1,1,1,2,2,1,1,1,2,1,1,2,worker_17,worker_402,worker_99,worker_331,worker_72,worker_248,worker_468,worker_151,worker_640,worker_183,worker_455
2916,25,Private,Some-college,10,Never-married,Prof-specialty,Unmarried,0,60,Female,White,-1,3,2,2,2,3,2,3,2,3,3,4,worker_266,worker_253,worker_306,worker_131,worker_640,worker_243,worker_646,worker_367,worker_570,worker_421,worker_479
2917,43,Private,Some-college,10,Divorced,Tech-support,Unmarried,0,30,Female,White,-1,2,2,2,2,1,1,3,3,2,2,3,worker_205,worker_578,worker_354,worker_289,worker_577,worker_640,worker_261,worker_169,worker_226,worker_540,worker_249
2918,47,Private,Masters,14,Civilian spouse,Exec-managerial,Husband,0,40,Male,White,-1,3,4,4,3,3,4,3,4,2,4,3,worker_166,worker_169,worker_595,worker_108,worker_452,worker_512,worker_577,worker_289,worker_231,worker_137,worker_346
2919,30,Private,Some-college,10,Divorced,Other-service,Child,0,20,Female,White,-1,1,1,3,1,1,2,1,3,1,1,1,worker_638,worker_83,worker_336,worker_143,worker_623,worker_240,worker_415,worker_142,worker_344,worker_214,worker_640
2920,23,Private,High-school-grad,9,Separated,Machine-op-inspct,Unmarried,0,48,Female,White,-1,2,1,2,2,1,2,3,2,3,2,3,worker_456,worker_188,worker_640,worker_45,worker_549,worker_103,worker_236,worker_455,worker_653,worker_241,worker_421
2921,26,Private,High-school-grad,9,Civilian spouse,Sales,Husband,5013,38,Male,White,-1,3,3,4,2,3,2,2,2,1,4,1,worker_413,worker_640,worker_169,worker_211,worker_220,worker_253,worker_55,worker_64,worker_543,worker_464,worker_173
2922,39,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,1506,40,Male,White,-1,3,2,4,3,2,3,2,4,3,4,3,worker_640,worker_292,worker_253,worker_587,worker_643,worker_479,worker_98,worker_573,worker_181,worker_96,worker_179
2923,50,State-gov,Masters,14,Widowed,Prof-specialty,Unmarried,0,60,Female,White,-1,4,4,4,4,4,3,3,4,4,4,4,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
2924,36,Private,High-school-grad,9,Divorced,Machine-op-inspct,Child,0,40,Male,White,-1,3,2,3,2,3,2,2,2,2,3,1,worker_563,worker_479,worker_209,worker_89,worker_379,worker_202,worker_571,worker_22,worker_623,worker_291,worker_640
2925,22,State-gov,Some-college,10,Never-married,Other-service,Child,0,10,Male,White,-1,1,1,2,3,2,4,1,1,2,1,1,worker_135,worker_560,worker_175,worker_228,worker_250,worker_242,worker_636,worker_640,worker_167,worker_604,worker_211
2926,36,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,4,Female,White,-1,2,3,3,1,2,2,1,4,2,4,3,worker_295,worker_485,worker_551,worker_640,worker_169,worker_91,worker_429,worker_601,worker_411,worker_549,worker_522
2927,34,Private,Bachelors,13,Never-married,Sales,Unmarried,0,41,Female,White,-1,3,2,4,3,2,2,3,4,3,4,4,worker_640,worker_597,worker_280,worker_292,worker_571,worker_237,worker_395,worker_168,worker_542,worker_351,worker_409
2928,46,Private,Assoc-voc,11,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,3,3,2,3,2,2,2,4,3,4,2,worker_40,worker_616,worker_439,worker_129,worker_613,worker_164,worker_337,worker_289,worker_81,worker_500,worker_640
2929,35,Private,Bachelors,13,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,3,3,3,3,4,2,3,2,3,4,2,worker_361,worker_369,worker_225,worker_634,worker_209,worker_279,worker_523,worker_173,worker_640,worker_18,worker_55
2930,42,Private,High-school-grad,9,Divorced,Craft-repair,Unmarried,0,45,Male,White,-1,2,2,3,3,3,2,4,2,3,2,3,worker_30,worker_350,worker_646,worker_442,worker_342,worker_640,worker_94,worker_169,worker_115,worker_114,worker_451
2931,18,Private,High-school,8,Never-married,Other-service,Child,0,15,Male,White,-1,2,4,2,4,1,1,1,1,2,2,1,worker_97,worker_162,worker_565,worker_178,worker_640,worker_471,worker_386,worker_571,worker_510,worker_648,worker_559
2932,17,Private,High-school,6,Never-married,Other-service,Child,0,15,Female,White,-1,1,1,3,4,1,4,2,1,1,1,2,worker_571,worker_206,worker_180,worker_45,worker_96,worker_291,worker_287,worker_262,worker_87,worker_640,worker_442
2933,23,Private,Bachelors,13,Never-married,Prof-specialty,Child,0,40,Male,White,-1,2,3,4,3,3,2,2,3,1,2,1,worker_413,worker_640,worker_169,worker_211,worker_220,worker_253,worker_55,worker_64,worker_543,worker_464,worker_173
2934,37,Private,High-school,5,Civilian spouse,Handlers-cleaners,Husband,3781,50,Male,White,-1,4,3,2,2,2,2,3,3,3,2,4,worker_640,worker_253,worker_506,worker_10,worker_75,worker_652,worker_276,worker_15,worker_169,worker_55,worker_460
2935,56,Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,0,48,Male,Black,-1,4,3,3,2,2,4,2,3,3,3,3,worker_253,worker_195,worker_421,worker_265,worker_580,worker_646,worker_493,worker_179,worker_169,worker_44,worker_479
2936,33,Private,Prim-middle-school,4,Civilian spouse,Handlers-cleaners,Husband,0,40,Male,White,-1,2,3,1,1,3,1,3,1,2,1,2,worker_292,worker_192,worker_321,worker_405,worker_253,worker_640,worker_96,worker_571,worker_269,worker_384,worker_290
2937,36,Private,Assoc-voc,11,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,3,3,3,3,1,2,3,2,3,3,3,worker_400,worker_169,worker_450,worker_526,worker_509,worker_163,worker_465,worker_640,worker_594,worker_412,worker_422
2938,19,Private,Some-college,10,Never-married,Adm-clerical,Child,0,8,Female,White,-1,2,1,1,2,2,2,2,1,1,3,1,worker_413,worker_640,worker_169,worker_211,worker_220,worker_253,worker_55,worker_64,worker_543,worker_464,worker_173
2939,23,Private,Assoc-acdm,12,Never-married,Prof-specialty,Child,0,40,Male,White,-1,2,3,2,2,1,2,4,3,2,2,2,worker_138,worker_256,worker_253,worker_8,worker_70,worker_640,worker_619,worker_277,worker_458,worker_571,worker_358
